0xb96e80806db93ffcd739f054d49ee45cc7aef414,EOS56sEMw14Thmmk4UZJmSZWFQeq6zNCzmVb983YMfwZRjBuzqcRE,3286042.111
0xb1cdbcb6e4ab05d3d110f856c6f6866733638ba9,EOS6LG22XQaSeBuz6wmLri36bX9XhHKHJ9xHaWbAnWA1Um1i1ctx6,664355.8886
0x3361ff7206f09da9e747b689fea95e77b05da6b4,EOS54FxTCQCTesC98x4fvUrVrMCLPdJa8NwPkH3Zamhm4RzS95e71,613639.0017
0xb461899df2a59d26c09c28cc36efccd9ecd252b1,EOS8LRQqpehVpBXn573t4F6S5JAaR1RMm1wxZbfRrwxdqYZ46P2ud,565199.1073
0x1961957dccf75873bf4c06e9cd283426c9c7bba7,EOS87Wqjw6DS2GVMsjF7gkvik8utF2gByFWWR1tk4Zxd2RcYpUvV6,543021.1223
0xb081bcf249ef41814e73f22f6221183188db03be,EOS4vunANye9RUuyVHJ96RCTyj6XbT6hHU1UduoXgiu3vQKRQZbSV,514453.821
0xd50343c9aa5b5c0cc665eebe5c266597cdedd8bf,EOS4unFVbisKbXMvs2xsJii34xH64AenGbLsALM8UzUdvM8QdVesL,473390.0449
0x81eaacb3be853c02cf57c0f99418782da43062c5,EOS6JkvVizo7t9DXA9D67LYTSi5Uqun7iv24F4h7c3N93k7k2tmP1,457007.2187
0xc65c7d82636c53d132ce821a8270452f458257b7,EOS7fZq1f5UfUAqPNCxwP8Tg8y4SyPVUbr1XN6YhqryLTxXszwacC,453743.8345
0x5a2e0f5c5c06db93acec6adf4c8121785b4a4d0c,EOS6QrvboW5xX8ceYdJDy9fKn4NvRhuSXy3ZgyjiyUQi1QoThqPyV,442358.6761
0xabe338ae2ebba5ada7a11e5376b2548514ed4957,EOS7ALeKhjyVYzEg5D63gAMKvipzMobQM9bZRLNPsfWr8CERk6AVA,395112.9659
0xa6a1fd66f8eb61a4382c578150a48967966bb418,EOS6Y4jnyBV8JGVcua1yRLozop47E9WDPLAceAUsQRn8rguHDhQGw,367453.905
0xddb1f261bb35a954959b24924b8554d8d56c7e0e,EOS6WFUc8c8fJwt1WYRoFDfy86qzY8yKjwU4mvtAWFmJxwuZ4wuB5,306794.4948
0xdb7b85f792e7ff56abe78b03338ed24fbd088464,EOS8GAvQAdKjsoDoezcoWAcrrhMNZL28Tw7GtJAeKQsD1LnguTyBN,304769.6534
0xd1f7ba51a0792719bfaad36d5401f9211ecd5913,EOS8hDfrL2gtCi2WBrFRPkV1UcB3jg2iDXTyCh5b6B5uZE4AbRw7x,300000.8468
0x3b93fca66c2f655b361e52bd89cb54f06243fca6,EOS6UQwfHfXS7VJ3ZP4hzxRM744A1k1u1myhfEhZGuZydjppgfSyg,300000.4971
0xd503e4a909edc96e9746110011ca157c6a3e0327,EOS6qtfuAitLr3KBaJ9TEHDc43821Uig1wgLVN6Tf3EXyXe7vmTBz,285932.4713
0x44e8c9512c91a2230ccbaf72ea82df58f74fab0a,EOS5aCQxfsL4HNapes8P5k4cboVbjTrsLUgYNL4CiRgdxXGa2VtEB,277710.3788
0x1c63c273978698d12a364781a2be47b8fe3618f4,EOS83MNLkpPK57qGxkudUGHE3F1yZGDm3QRXsUioJQCZBP7N7uUtA,245435.5977
0x00f7415588ce0b0fd5fd27c926a52c6f656adaca,EOS5yDGWortSAqH6XgssxpkWNB7YGTN3AxDMHyghYXyDn2vvSiMpY,204509.2118
0x5641519cc28def80d631baa28b949f17a6a22ad1,EOS7E5GgV9HjbzgpsUAJxzAMHiSTp9gi6hJoXZLQmZBK6S6HuBsV4,193280.5332
0x6cbb5efb9058de6c6e97db00e7878848ac43bf3e,EOS8DRLg8gtvPDimLRmKUUBcENMfwrC73j95wEiSCH7vbGaioGmF7,175000.6982
0xed470b3a34972d624edcb840021c7fff7f628901,EOS52V4qFwf2GJgCWYqVgyvuAfQgoHCvkRdjeEf9cwZehVuCgvkUt,160913.7137
0xd03fc165576aaed525e5502c8e140f8b2e869639,EOS5kRGjQZ6VqDyQMeceG2RoUhhwfJVzfmxczMJ9yvTeuSAoUn9XJ,157001.2916
0x6968ced42dd9a5e4c5143ade19a6d076857c288e,EOS6UuBEo3DmMdDFqNjCjY3hj21VfpdUnEJgSs9VGr3FGyGx6KwCw,153807.7694
0xd405e6ce7656da3d4799c2b854ef2d49000f71ae,EOS6sxJFBHSBxnvns9pmzNDTfbai7fVXEBvGDXchrGtoMTyExNcqi,153397.2485
0x46f4357c34ae9e49fea4fd4ce1809a1775d23d17,EOS5pHEQQoxzXsSdzkU65Z5tru1ivAcjUxfhDiiF6BrAAaveBkATy,153397.2485
0xc251cf8fb83b9bd73d286cb69e1ceb86a3975f95,EOS5JHvXL2YspfgUtXK3fVY898n9GfykVnowM4DrNrtwMQziryZiy,152974.0621
0x28bf3a3b568135edfa11f280409935f74efe617e,EOS6jMj7sHyV8rakKDXH7fRxDgUBYBGgknCtyQZMgrphXu5Jok65C,150318.286
0x3fd49396786f725225bee45eb66012c9a1ad63eb,EOS7EMExV8BxbyLwyaVhLn74pZxPt1hGDvbrM2fTPmGYgR6s9WB3C,148795.3311
0x0009187b662600eaa3437f3f75f9c85f9783f0fa,EOS6PwrBbfvQwqykxcdzgnP45DiHEks7RUdGggJg1tjvZ64XdNScd,123423.3419
0x2b1f47ce3fbdcf6499b2c125e330a21c5386ed21,EOS5XUim4vB6yqsUyBUAnq7M2J74YuywpcaxYQEPUa9bT92wBcrAN,115992.8635
0xddeeb8266eeb371c0ecaaf623d25efa17f92dc68,EOS58EbFQYjQGkCyirevXYdM1DnLLxDagBsuy1tvxBKCkKfK6Q6Lv,108206.4191
0x762366f7ef88425cbeca9fbf72da951dda9b0f89,EOS53tvRbW6XQWTPBmSYRYwWzr7igbQxLc9yWDHLYV5kJy9iwvmnH,106670.0731
0x5ba5fb93bf24a604467dedce2c1f59ff7373ca9b,EOS51SQpRSF9H2hSVe2Kon9vb74fwBTDHkjMxQBBMCDTU5SnyrAV4,105050.7649
0x8880992f9aa6bf277bb6e59010322a2609ca16d1,EOS8bbxsc7DJjqSsY3YmWjgv2PgouvY7uTzAtry32ks6yvg6wTjSv,92243.6095
